Digit Recognition Application
Reading training data... 
100 samples
Reading test data... 
2000 samples
Reading labels... 
2000 labels
Running... 
Checking results:
Test 0: expected = 0, result = 9
Test 1450: expected = 7, result = 9
Test 1451: expected = 7, result = 9
Test 1452: expected = 7, result = 9
Test 1453: expected = 7, result = 9
Test 1454: expected = 7, result = 9
Test 1455: expected = 7, result = 9
Test 1456: expected = 7, result = 9
Test 1457: expected = 7, result = 9
Test 1458: expected = 7, result = 9
Test 1459: expected = 7, result = 1
Test 1460: expected = 7, result = 9
Test 1461: expected = 7, result = 9
Test 1463: expected = 7, result = 4
Test 1464: expected = 7, result = 9
Test 1465: expected = 7, result = 9
Test 1466: expected = 7, result = 0
Test 1467: expected = 7, result = 9
Test 1468: expected = 7, result = 8
Test 1469: expected = 7, result = 9
Test 1470: expected = 7, result = 9
Test 1471: expected = 7, result = 9
Test 1472: expected = 7, result = 9
Test 1473: expected = 7, result = 9
Test 1474: expected = 7, result = 9
Test 1475: expected = 7, result = 9
Test 1476: expected = 7, result = 9
Test 1477: expected = 7, result = 6
Test 1478: expected = 7, result = 9
Test 1479: expected = 7, result = 9
Test 1480: expected = 7, result = 9
Test 1481: expected = 7, result = 0
Test 1482: expected = 7, result = 9
Test 1483: expected = 7, result = 6
Test 1484: expected = 7, result = 9
Test 1485: expected = 7, result = 9
Test 1486: expected = 7, result = 9
Test 1487: expected = 7, result = 9
Test 1488: expected = 7, result = 9
Test 1489: expected = 7, result = 9
Test 1490: expected = 7, result = 8
Test 1491: expected = 7, result = 3
Test 1492: expected = 7, result = 9
Test 1493: expected = 7, result = 9
Test 1494: expected = 7, result = 9
Test 1495: expected = 7, result = 8
Test 1496: expected = 7, result = 6
Test 1497: expected = 7, result = 0
Test 1498: expected = 7, result = 9
Test 1499: expected = 7, result = 9
Test 1500: expected = 7, result = 9
Test 1501: expected = 7, result = 0
Test 1502: expected = 7, result = 9
Test 1503: expected = 7, result = 9
Test 1504: expected = 7, result = 9
Test 1505: expected = 7, result = 9
Test 1506: expected = 7, result = 9
Test 1507: expected = 7, result = 9
Test 1508: expected = 7, result = 9
Test 1509: expected = 7, result = 9
Test 1510: expected = 7, result = 9
Test 1511: expected = 7, result = 9
Test 1512: expected = 7, result = 8
Test 1513: expected = 7, result = 4
Test 1514: expected = 7, result = 9
Test 1515: expected = 7, result = 9
Test 1516: expected = 7, result = 9
Test 1517: expected = 7, result = 9
Test 1518: expected = 7, result = 9
Test 1519: expected = 7, result = 8
Test 1520: expected = 7, result = 9
Test 1521: expected = 7, result = 9
Test 1522: expected = 7, result = 9
Test 1523: expected = 7, result = 9
Test 1524: expected = 7, result = 3
Test 1525: expected = 7, result = 8
Test 1526: expected = 7, result = 9
Test 1527: expected = 7, result = 1
Test 1528: expected = 7, result = 9
Test 1529: expected = 7, result = 9
Test 1530: expected = 7, result = 9
Test 1531: expected = 7, result = 9
Test 1532: expected = 7, result = 9
Test 1533: expected = 7, result = 8
Test 1535: expected = 7, result = 9
Test 1536: expected = 7, result = 9
Test 1537: expected = 7, result = 9
Test 1538: expected = 7, result = 9
Test 1539: expected = 7, result = 9
Test 1540: expected = 7, result = 9
Test 1541: expected = 7, result = 9
Test 1542: expected = 7, result = 9
Test 1543: expected = 7, result = 9
Test 1544: expected = 7, result = 9
Test 1545: expected = 7, result = 9
Test 1546: expected = 7, result = 9
Test 1547: expected = 7, result = 9
Test 1548: expected = 7, result = 6
Test 1549: expected = 7, result = 9
Test 1550: expected = 7, result = 9
Test 1551: expected = 7, result = 1
Test 1552: expected = 7, result = 9
Test 1553: expected = 7, result = 1
Test 1554: expected = 7, result = 9
Test 1555: expected = 7, result = 9
Test 1556: expected = 7, result = 5
Test 1557: expected = 7, result = 0
Test 1558: expected = 7, result = 9
Test 1559: expected = 7, result = 9
Test 1560: expected = 7, result = 9
Test 1561: expected = 7, result = 9
Test 1562: expected = 7, result = 9
Test 1563: expected = 7, result = 4
Test 1564: expected = 7, result = 9
Test 1565: expected = 7, result = 9
Test 1566: expected = 7, result = 9
Test 1567: expected = 7, result = 0
Test 1568: expected = 7, result = 8
Test 1569: expected = 7, result = 9
Test 1570: expected = 7, result = 0
Test 1571: expected = 7, result = 8
Test 1572: expected = 7, result = 9
Test 1573: expected = 7, result = 9
Test 1575: expected = 7, result = 9
Test 1576: expected = 7, result = 9
Test 1577: expected = 7, result = 9
Test 1578: expected = 7, result = 9
Test 1579: expected = 7, result = 9
Test 1580: expected = 7, result = 9
Test 1581: expected = 7, result = 1
Test 1582: expected = 7, result = 9
Test 1583: expected = 7, result = 9
Test 1584: expected = 7, result = 9
Test 1585: expected = 7, result = 9
Test 1586: expected = 7, result = 8
Test 1587: expected = 7, result = 9
Test 1588: expected = 7, result = 9
Test 1589: expected = 7, result = 9
Test 1590: expected = 7, result = 9
Test 1591: expected = 7, result = 9
Test 1592: expected = 7, result = 5
Test 1593: expected = 7, result = 9
Test 1594: expected = 7, result = 9
Test 1595: expected = 7, result = 3
Test 1596: expected = 7, result = 9
Test 1597: expected = 7, result = 9
Test 1598: expected = 7, result = 9
Test 1599: expected = 7, result = 8
Test 1602: expected = 8, result = 3
Test 1604: expected = 8, result = 7
Test 1605: expected = 8, result = 7
Test 1606: expected = 8, result = 7
Test 1607: expected = 8, result = 9
Test 1609: expected = 8, result = 9
Test 1610: expected = 8, result = 9
Test 1611: expected = 8, result = 6
Test 1612: expected = 8, result = 9
Test 1614: expected = 8, result = 6
Test 1615: expected = 8, result = 9
Test 1616: expected = 8, result = 4
Test 1617: expected = 8, result = 7
Test 1618: expected = 8, result = 6
Test 1619: expected = 8, result = 7
Test 1620: expected = 8, result = 9
Test 1621: expected = 8, result = 6
Test 1622: expected = 8, result = 9
Test 1623: expected = 8, result = 9
Test 1626: expected = 8, result = 0
Test 1627: expected = 8, result = 7
Test 1628: expected = 8, result = 6
Test 1629: expected = 8, result = 0
Test 1630: expected = 8, result = 0
Test 1631: expected = 8, result = 3
Test 1632: expected = 8, result = 4
Test 1633: expected = 8, result = 6
Test 1635: expected = 8, result = 6
Test 1636: expected = 8, result = 9
Test 1637: expected = 8, result = 9
Test 1638: expected = 8, result = 6
Test 1639: expected = 8, result = 9
Test 1640: expected = 8, result = 6
Test 1641: expected = 8, result = 0
Test 1642: expected = 8, result = 6
Test 1643: expected = 8, result = 7
Test 1644: expected = 8, result = 4
Test 1645: expected = 8, result = 6
Test 1646: expected = 8, result = 9
Test 1648: expected = 8, result = 4
Test 1649: expected = 8, result = 9
Test 1650: expected = 8, result = 6
Test 1651: expected = 8, result = 6
Test 1652: expected = 8, result = 6
Test 1653: expected = 8, result = 9
Test 1654: expected = 8, result = 9
Test 1655: expected = 8, result = 6
Test 1657: expected = 8, result = 2
Test 1658: expected = 8, result = 7
Test 1659: expected = 8, result = 3
Test 1662: expected = 8, result = 9
Test 1663: expected = 8, result = 6
Test 1665: expected = 8, result = 6
Test 1666: expected = 8, result = 9
Test 1667: expected = 8, result = 6
Test 1668: expected = 8, result = 6
Test 1669: expected = 8, result = 5
Test 1670: expected = 8, result = 3
Test 1671: expected = 8, result = 6
Test 1672: expected = 8, result = 9
Test 1673: expected = 8, result = 9
Test 1675: expected = 8, result = 0
Test 1676: expected = 8, result = 6
Test 1678: expected = 8, result = 9
Test 1679: expected = 8, result = 6
Test 1680: expected = 8, result = 0
Test 1681: expected = 8, result = 4
Test 1682: expected = 8, result = 7
Test 1683: expected = 8, result = 9
Test 1684: expected = 8, result = 9
Test 1685: expected = 8, result = 6
Test 1686: expected = 8, result = 6
Test 1687: expected = 8, result = 6
Test 1688: expected = 8, result = 9
Test 1689: expected = 8, result = 4
Test 1690: expected = 8, result = 0
Test 1691: expected = 8, result = 7
Test 1692: expected = 8, result = 9
Test 1693: expected = 8, result = 4
Test 1695: expected = 8, result = 5
Test 1696: expected = 8, result = 0
Test 1698: expected = 8, result = 9
Test 1699: expected = 8, result = 6
Test 1700: expected = 8, result = 9
Test 1701: expected = 8, result = 6
Test 1702: expected = 8, result = 6
Test 1703: expected = 8, result = 5
Test 1704: expected = 8, result = 9
Test 1705: expected = 8, result = 9
Test 1706: expected = 8, result = 6
Test 1707: expected = 8, result = 6
Test 1708: expected = 8, result = 4
Test 1709: expected = 8, result = 4
Test 1710: expected = 8, result = 7
Test 1711: expected = 8, result = 9
Test 1712: expected = 8, result = 6
Test 1713: expected = 8, result = 6
Test 1714: expected = 8, result = 4
Test 1715: expected = 8, result = 7
Test 1716: expected = 8, result = 5
Test 1717: expected = 8, result = 6
Test 1718: expected = 8, result = 7
Test 1719: expected = 8, result = 7
Test 1720: expected = 8, result = 6
Test 1721: expected = 8, result = 0
Test 1722: expected = 8, result = 6
Test 1723: expected = 8, result = 4
Test 1724: expected = 8, result = 6
Test 1726: expected = 8, result = 3
Test 1727: expected = 8, result = 0
Test 1729: expected = 8, result = 6
Test 1730: expected = 8, result = 6
Test 1731: expected = 8, result = 6
Test 1732: expected = 8, result = 6
Test 1733: expected = 8, result = 9
Test 1734: expected = 8, result = 4
Test 1735: expected = 8, result = 9
Test 1736: expected = 8, result = 9
Test 1737: expected = 8, result = 5
Test 1738: expected = 8, result = 4
Test 1739: expected = 8, result = 9
Test 1740: expected = 8, result = 3
Test 1742: expected = 8, result = 6
Test 1743: expected = 8, result = 0
Test 1745: expected = 8, result = 0
Test 1746: expected = 8, result = 9
Test 1747: expected = 8, result = 0
Test 1748: expected = 8, result = 4
Test 1749: expected = 8, result = 6
Test 1750: expected = 8, result = 0
Test 1751: expected = 8, result = 9
Test 1752: expected = 8, result = 0
Test 1753: expected = 8, result = 4
Test 1754: expected = 8, result = 9
Test 1755: expected = 8, result = 7
Test 1756: expected = 8, result = 6
Test 1757: expected = 8, result = 6
Test 1758: expected = 8, result = 6
Test 1759: expected = 8, result = 0
Test 1760: expected = 8, result = 6
Test 1762: expected = 8, result = 9
Test 1763: expected = 8, result = 0
Test 1764: expected = 8, result = 9
Test 1765: expected = 8, result = 6
Test 1766: expected = 8, result = 0
Test 1767: expected = 8, result = 7
Test 1768: expected = 8, result = 6
Test 1769: expected = 8, result = 6
Test 1770: expected = 8, result = 7
Test 1771: expected = 8, result = 6
Test 1772: expected = 8, result = 6
Test 1774: expected = 8, result = 4
Test 1775: expected = 8, result = 4
Test 1776: expected = 8, result = 0
Test 1777: expected = 8, result = 5
Test 1778: expected = 8, result = 9
Test 1779: expected = 8, result = 9
Test 1780: expected = 8, result = 0
Test 1781: expected = 8, result = 0
Test 1782: expected = 8, result = 4
Test 1783: expected = 8, result = 5
Test 1784: expected = 8, result = 6
Test 1785: expected = 8, result = 6
Test 1786: expected = 8, result = 9
Test 1787: expected = 8, result = 6
Test 1788: expected = 8, result = 0
Test 1789: expected = 8, result = 5
Test 1790: expected = 8, result = 0
Test 1791: expected = 8, result = 5
Test 1792: expected = 8, result = 4
Test 1793: expected = 8, result = 6
Test 1794: expected = 8, result = 0
Test 1795: expected = 8, result = 0
Test 1796: expected = 8, result = 0
Test 1797: expected = 8, result = 0
Test 1798: expected = 8, result = 9
Test 1799: expected = 8, result = 4
Test 1801: expected = 9, result = 0
Test 1803: expected = 9, result = 6
Test 1805: expected = 9, result = 6
Test 1806: expected = 9, result = 5
Test 1807: expected = 9, result = 0
Test 1810: expected = 9, result = 6
Test 1812: expected = 9, result = 6
Test 1815: expected = 9, result = 5
Test 1817: expected = 9, result = 6
Test 1821: expected = 9, result = 8
Test 1825: expected = 9, result = 6
Test 1827: expected = 9, result = 8
Test 1830: expected = 9, result = 4
Test 1832: expected = 9, result = 7
Test 1834: expected = 9, result = 6
Test 1840: expected = 9, result = 0
Test 1848: expected = 9, result = 8
Test 1849: expected = 9, result = 6
Test 1852: expected = 9, result = 7
Test 1854: expected = 9, result = 5
Test 1855: expected = 9, result = 4
Test 1856: expected = 9, result = 3
Test 1857: expected = 9, result = 4
Test 1861: expected = 9, result = 0
Test 1862: expected = 9, result = 0
Test 1865: expected = 9, result = 8
Test 1868: expected = 9, result = 6
Test 1869: expected = 9, result = 8
Test 1870: expected = 9, result = 0
Test 1873: expected = 9, result = 4
Test 1877: expected = 9, result = 0
Test 1880: expected = 9, result = 4
Test 1881: expected = 9, result = 4
Test 1883: expected = 9, result = 4
Test 1885: expected = 9, result = 8
Test 1887: expected = 9, result = 8
Test 1888: expected = 9, result = 8
Test 1890: expected = 9, result = 7
Test 1892: expected = 9, result = 4
Test 1895: expected = 9, result = 0
Test 1897: expected = 9, result = 4
Test 1907: expected = 9, result = 4
Test 1911: expected = 9, result = 7
Test 1912: expected = 9, result = 6
Test 1913: expected = 9, result = 6
Test 1915: expected = 9, result = 7
Test 1917: expected = 9, result = 8
Test 1918: expected = 9, result = 8
Test 1919: expected = 9, result = 8
Test 1920: expected = 9, result = 0
Test 1922: expected = 9, result = 6
Test 1924: expected = 9, result = 4
Test 1925: expected = 9, result = 4
Test 1927: expected = 9, result = 6
Test 1930: expected = 9, result = 6
Test 1932: expected = 9, result = 4
Test 1933: expected = 9, result = 4
Test 1934: expected = 9, result = 4
Test 1939: expected = 9, result = 4
Test 1940: expected = 9, result = 8
Test 1941: expected = 9, result = 4
Test 1943: expected = 9, result = 3
Test 1946: expected = 9, result = 4
Test 1947: expected = 9, result = 8
Test 1949: expected = 9, result = 8
Test 1950: expected = 9, result = 6
Test 1951: expected = 9, result = 4
Test 1954: expected = 9, result = 5
Test 1956: expected = 9, result = 0
Test 1957: expected = 9, result = 6
Test 1959: expected = 9, result = 4
Test 1963: expected = 9, result = 8
Test 1966: expected = 9, result = 8
Test 1970: expected = 9, result = 0
Test 1973: expected = 9, result = 6
Test 1975: expected = 9, result = 4
Test 1977: expected = 9, result = 8
Test 1980: expected = 9, result = 6
Test 1982: expected = 9, result = 5
Test 1984: expected = 9, result = 4
Test 1985: expected = 9, result = 8
Test 1988: expected = 9, result = 4
Test 1989: expected = 9, result = 8
Test 1990: expected = 9, result = 4
Test 1991: expected = 9, result = 4
Test 1992: expected = 9, result = 5
Test 1993: expected = 9, result = 6
Test 1994: expected = 9, result = 6
Test 1998: expected = 9, result = 8

	 213 / 2000 correct!
elapsed time: 0 us
